Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),Capacity (Ah),mAh/g,ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah)
165,	05/13/2026 15:42:12.633,165.0008,165.0008,1,1,1.7004,4.1264,7.0165,0.0778,0.0000,0.3192,0.0000,0.0778,0.0000,,,,,
166,	05/13/2026 15:42:13.634,166.0016,166.0016,1,1,1.7004,4.1267,7.0168,0.0782,0.0000,0.3212,0.0000,0.0782,0.0000,,,,,
167,	05/13/2026 15:42:14.633,167.0007,167.0007,1,1,1.7004,4.1268,7.0172,0.0787,0.0000,0.3231,0.0000,0.0787,0.0000,,,,,
168,	05/13/2026 15:42:15.633,168.0007,168.0007,1,1,1.7004,4.1271,7.0176,0.0792,0.0000,0.3251,0.0000,0.0792,0.0000,,,,,
169,	05/13/2026 15:42:16.634,169.0015,169.0015,1,1,1.7004,4.1272,7.0181,0.0796,0.0000,0.3270,0.0000,0.0796,0.0000,,,,,
170,	05/13/2026 15:42:17.632,170.0002,170.0002,1,1,1.7004,4.1275,7.0183,0.0801,0.0000,0.3290,0.0000,0.0801,0.0000,,,,,
171,	05/13/2026 15:42:18.634,171.0017,171.0017,1,1,1.7003,4.1276,7.0182,0.0806,0.0000,0.3309,0.0000,0.0806,0.0000,,,,,
172,	05/13/2026 15:42:19.634,172.0018,172.0018,1,1,1.7004,4.1277,7.0186,0.0811,0.0000,0.3329,0.0000,0.0811,0.0000,,,,,
173,	05/13/2026 15:42:20.633,173.0007,173.0007,1,1,1.7004,4.1279,7.0193,0.0815,0.0000,0.3348,0.0000,0.0815,0.0000,,,,,
174,	05/13/2026 15:42:21.634,174.0016,174.0016,1,1,1.7005,4.1281,7.0198,0.0820,0.0000,0.3368,0.0000,0.0820,0.0000,,,,,
175,	05/13/2026 15:42:22.634,175.0015,175.0015,1,1,1.7003,4.1285,7.0196,0.0825,0.0000,0.3387,0.0000,0.0825,0.0000,,0.0002,,,
176,	05/13/2026 15:42:23.633,176.0014,176.0014,1,1,1.7004,4.1286,7.0203,0.0830,0.0000,0.3407,0.0000,0.0830,0.0000,,,,,
177,	05/13/2026 15:42:24.632,177.0001,177.0001,1,1,1.7003,4.1287,7.0200,0.0834,0.0000,0.3426,0.0000,0.0834,0.0000,,,,,
178,	05/13/2026 15:42:25.634,178.0015,178.0015,1,1,1.7005,4.1289,7.0211,0.0839,0.0000,0.3446,0.0000,0.0839,0.0000,,,,,
179,	05/13/2026 15:42:26.634,179.0016,179.0016,1,1,1.7005,4.1292,7.0217,0.0844,0.0000,0.3465,0.0000,0.0844,0.0000,,,,,
180,	05/13/2026 15:42:27.634,180.0016,180.0016,1,1,1.7003,4.1294,7.0213,0.0848,0.0000,0.3485,0.0000,0.0848,0.0000,,,,,
181,	05/13/2026 15:42:28.633,181.0007,181.0007,1,1,1.7005,4.1297,7.0227,0.0853,0.0000,0.3504,0.0000,0.0853,0.0000,,,,,
182,	05/13/2026 15:42:29.633,182.0008,182.0008,1,1,1.7005,4.1301,7.0231,0.0858,0.0000,0.3524,0.0000,0.0858,0.0000,,,,,
183,	05/13/2026 15:42:30.634,183.0021,183.0021,1,1,1.7003,4.1302,7.0225,0.0863,0.0000,0.3543,0.0000,0.0863,0.0000,,,,,
184,	05/13/2026 15:42:31.634,184.0016,184.0016,1,1,1.7004,4.1304,7.0233,0.0867,0.0000,0.3563,0.0000,0.0867,0.0000,,,,,0.4691
185,	05/13/2026 15:42:32.633,185.0007,185.0007,1,1,1.7004,4.1306,7.0237,0.0872,0.0000,0.3582,0.0000,0.0872,0.0000,,,,,
186,	05/13/2026 15:42:33.633,186.0007,186.0007,1,1,1.7003,4.1308,7.0235,0.0877,0.0000,0.3602,0.0000,0.0877,0.0000,,0.0002,,,
187,	05/13/2026 15:42:34.633,187.0006,187.0006,1,1,1.7005,4.1310,7.0247,0.0881,0.0000,0.3621,0.0000,0.0881,0.0000,,,,,
188,	05/13/2026 15:42:35.633,188.0007,188.0007,1,1,1.7005,4.1311,7.0250,0.0886,0.0000,0.3641,0.0000,0.0886,0.0000,,,,2.2232,
189,	05/13/2026 15:42:36.634,189.0024,189.0024,1,1,1.7004,4.1313,7.0249,0.0891,0.0000,0.3660,0.0000,0.0891,0.0000,,,,,
190,	05/13/2026 15:42:37.634,190.0015,190.0015,1,1,1.7005,4.1315,7.0256,0.0896,0.0000,0.3680,0.0000,0.0896,0.0000,,,,,
191,	05/13/2026 15:42:38.634,191.0016,191.0016,1,1,1.7004,4.1315,7.0253,0.0900,0.0000,0.3699,0.0000,0.0900,0.0000,,,,,
192,	05/13/2026 15:42:39.633,192.0008,192.0008,1,1,1.7004,4.1319,7.0260,0.0905,0.0000,0.3719,0.0000,0.0905,0.0000,,,,,
193,	05/13/2026 15:42:40.633,193.0009,193.0009,1,1,1.7003,4.1321,7.0260,0.0910,0.0000,0.3738,0.0000,0.0910,0.0000,,,,,
194,	05/13/2026 15:42:41.633,194.0008,194.0008,1,1,1.7003,4.1322,7.0260,0.0915,0.0000,0.3758,0.0000,0.0915,0.0000,,,,,
195,	05/13/2026 15:42:42.632,195.0001,195.0001,1,1,1.7005,4.1324,7.0271,0.0919,0.0000,0.3777,0.0000,0.0919,0.0000,,0.0002,,,
196,	05/13/2026 15:42:43.634,196.0021,196.0021,1,1,1.7005,4.1326,7.0274,0.0924,0.0000,0.3797,0.0000,0.0924,0.0000,,,,,
197,	05/13/2026 15:42:44.634,197.0016,197.0016,1,1,1.7004,4.1328,7.0273,0.0929,0.0000,0.3816,0.0000,0.0929,0.0000,,,,,
198,	05/13/2026 15:42:45.633,198.0007,198.0007,1,1,1.7004,4.1331,7.0280,0.0933,0.0000,0.3836,0.0000,0.0933,0.0000,,,,,
199,	05/13/2026 15:42:46.634,199.0015,199.0015,1,1,1.7004,4.1333,7.0282,0.0938,0.0000,0.3855,0.0000,0.0938,0.0000,,,,,
200,	05/13/2026 15:42:47.633,200.0009,200.0009,1,1,1.7004,4.1335,7.0286,0.0943,0.0000,0.3875,0.0000,0.0943,0.0000,,,,,
201,	05/13/2026 15:42:48.634,201.0018,201.0018,1,1,1.7004,4.1337,7.0289,0.0948,0.0000,0.3894,0.0000,0.0948,0.0000,,,,,
202,	05/13/2026 15:42:49.633,202.0010,202.0010,1,1,1.7003,4.1340,7.0291,0.0952,0.0000,0.3914,0.0000,0.0952,0.0000,,,,,
203,	05/13/2026 15:42:50.633,203.0007,203.0007,1,1,1.7003,4.1342,7.0292,0.0957,0.0000,0.3933,0.0000,0.0957,0.0000,,,,,
204,	05/13/2026 15:42:51.633,204.0006,204.0006,1,1,1.7004,4.1344,7.0302,0.0962,0.0000,0.3953,0.0000,0.0962,0.0000,,,,,
205,	05/13/2026 15:42:52.634,205.0017,205.0017,1,1,1.7004,4.1346,7.0305,0.0966,0.0000,0.3973,0.0000,0.0966,0.0000,,,,,
206,	05/13/2026 15:42:53.632,206.0002,206.0002,1,1,1.7004,4.1348,7.0310,0.0971,0.0000,0.3992,0.0000,0.0971,0.0000,,0.0002,,,
207,	05/13/2026 15:42:54.632,207.0002,207.0002,1,1,1.7004,4.1349,7.0310,0.0976,0.0000,0.4012,0.0000,0.0976,0.0000,,,,,
208,	05/13/2026 15:42:55.633,208.0007,208.0007,1,1,1.7004,4.1351,7.0312,0.0981,0.0000,0.4031,0.0000,0.0981,0.0000,,,,,
209,	05/13/2026 15:42:56.633,209.0014,209.0014,1,1,1.7003,4.1352,7.0309,0.0985,0.0000,0.4051,0.0000,0.0985,0.0000,,,,,
210,	05/13/2026 15:42:57.633,210.0007,210.0007,1,1,1.7004,4.1354,7.0318,0.0990,0.0000,0.4070,0.0000,0.0990,0.0000,,,,,
211,	05/13/2026 15:42:58.633,211.0008,211.0008,1,1,1.7003,4.1356,7.0317,0.0995,0.0000,0.4090,0.0000,0.0995,0.0000,,,,,
212,	05/13/2026 15:42:59.632,212.0003,212.0003,1,1,1.7004,4.1357,7.0324,0.1000,0.0000,0.4109,0.0000,0.1000,0.0000,,,,,
213,	05/13/2026 15:43:00.634,213.0023,213.0023,1,1,1.7004,4.1360,7.0328,0.1004,0.0000,0.4129,0.0000,0.1004,0.0000,,,,,
214,	05/13/2026 15:43:01.634,214.0018,214.0018,1,1,1.7004,4.1361,7.0331,0.1009,0.0000,0.4148,0.0000,0.1009,0.0000,,,,,
215,	05/13/2026 15:43:02.634,215.0015,215.0015,1,1,1.7003,4.1364,7.0332,0.1014,0.0000,0.4168,0.0000,0.1014,0.0000,,,,,
216,	05/13/2026 15:43:03.634,216.0021,216.0021,1,1,1.7003,4.1365,7.0333,0.1018,0.0000,0.4187,0.0000,0.1018,0.0000,,,,,
217,	05/13/2026 15:43:04.633,217.0009,217.0009,1,1,1.7003,4.1367,7.0338,0.1023,0.0000,0.4207,0.0000,0.1023,0.0000,,,,,
218,	05/13/2026 15:43:05.634,218.0016,218.0016,1,1,1.7003,4.1371,7.0344,0.1028,0.0000,0.4226,0.0000,0.1028,0.0000,,0.0002,,,
219,	05/13/2026 15:43:06.634,219.0018,219.0018,1,1,1.7004,4.1373,7.0350,0.1033,0.0000,0.4246,0.0000,0.1033,0.0000,,,,,
220,	05/13/2026 15:43:07.633,220.0014,220.0014,1,1,1.7003,4.1375,7.0352,0.1037,0.0000,0.4266,0.0000,0.1037,0.0000,,,,,
221,	05/13/2026 15:43:08.633,221.0007,221.0007,1,1,1.7003,4.1377,7.0354,0.1042,0.0000,0.4285,0.0000,0.1042,0.0000,,,,,
222,	05/13/2026 15:43:09.634,222.0015,222.0015,1,1,1.7004,4.1379,7.0362,0.1047,0.0000,0.4305,0.0000,0.1047,0.0000,,,,,
223,	05/13/2026 15:43:10.632,223.0001,223.0001,1,1,1.7004,4.1380,7.0364,0.1051,0.0000,0.4324,0.0000,0.1051,0.0000,,,,,
224,	05/13/2026 15:43:11.634,224.0017,224.0017,1,1,1.7003,4.1382,7.0363,0.1056,0.0000,0.4344,0.0000,0.1056,0.0000,,,,,
225,	05/13/2026 15:43:12.633,225.0012,225.0012,1,1,1.7005,4.1385,7.0373,0.1061,0.0000,0.4363,0.0000,0.1061,0.0000,,,,,
226,	05/13/2026 15:43:13.632,226.0004,226.0004,1,1,1.7004,4.1386,7.0370,0.1066,0.0000,0.4383,0.0000,0.1066,0.0000,,,,,
227,	05/13/2026 15:43:14.634,227.0015,227.0015,1,1,1.7004,4.1387,7.0372,0.1070,0.0000,0.4402,0.0000,0.1070,0.0000,,,,,
228,	05/13/2026 15:43:15.634,228.0016,228.0016,1,1,1.7004,4.1389,7.0378,0.1075,0.0000,0.4422,0.0000,0.1075,0.0000,,0.0002,,,
229,	05/13/2026 15:43:16.633,229.0007,229.0007,1,1,1.7004,4.1390,7.0380,0.1080,0.0000,0.4441,0.0000,0.1080,0.0000,,,,,
230,	05/13/2026 15:43:17.632,230.0001,230.0001,1,1,1.7004,4.1391,7.0382,0.1085,0.0000,0.4461,0.0000,0.1085,0.0000,,,,,
231,	05/13/2026 15:43:18.633,231.0010,231.0010,1,1,1.7004,4.1394,7.0387,0.1089,0.0000,0.4480,0.0000,0.1089,0.0000,,,,,
232,	05/13/2026 15:43:19.633,232.0008,232.0008,1,1,1.7005,4.1396,7.0392,0.1094,0.0000,0.4500,0.0000,0.1094,0.0000,,,,,
233,	05/13/2026 15:43:20.633,233.0009,233.0009,1,1,1.7005,4.1397,7.0395,0.1099,0.0000,0.4520,0.0000,0.1099,0.0000,,,,,
234,	05/13/2026 15:43:21.632,234.0001,234.0001,1,1,1.7004,4.1399,7.0395,0.1103,0.0000,0.4539,0.0000,0.1103,0.0000,,,,,
235,	05/13/2026 15:43:22.633,235.0008,235.0008,1,1,1.7004,4.1402,7.0399,0.1108,0.0000,0.4559,0.0000,0.1108,0.0000,,,,,
236,	05/13/2026 15:43:23.632,236.0001,236.0001,1,1,1.7002,4.1403,7.0393,0.1113,0.0000,0.4578,0.0000,0.1113,0.0000,,,,,
237,	05/13/2026 15:43:24.634,237.0016,237.0016,1,1,1.7005,4.1405,7.0408,0.1118,0.0000,0.4598,0.0000,0.1118,0.0000,,,,,
238,	05/13/2026 15:43:25.634,238.0015,238.0015,1,1,1.7003,4.1408,7.0408,0.1122,0.0000,0.4617,0.0000,0.1122,0.0000,,,,,
239,	05/13/2026 15:43:26.632,239.0001,239.0001,1,1,1.7003,4.1411,7.0411,0.1127,0.0000,0.4637,0.0000,0.1127,0.0000,,,,2.4438,
240,	05/13/2026 15:43:27.634,240.0016,240.0016,1,1,1.7004,4.1412,7.0416,0.1132,0.0000,0.4657,0.0000,0.1132,0.0000,,0.0002,,,
241,	05/13/2026 15:43:28.635,241.0027,241.0027,1,1,1.7004,4.1414,7.0420,0.1136,0.0000,0.4676,0.0000,0.1136,0.0000,,,,,
242,	05/13/2026 15:43:29.634,242.0020,242.0020,1,1,1.7005,4.1416,7.0426,0.1141,0.0000,0.4696,0.0000,0.1141,0.0000,,,,,
243,	05/13/2026 15:43:30.633,243.0009,243.0009,1,1,1.7004,4.1418,7.0427,0.1146,0.0000,0.4715,0.0000,0.1146,0.0000,,,,,
244,	05/13/2026 15:43:31.632,244.0003,244.0003,1,1,1.7004,4.1420,7.0432,0.1151,0.0000,0.4735,0.0000,0.1151,0.0000,,,,,
245,	05/13/2026 15:43:32.633,245.0013,245.0013,1,1,1.7003,4.1422,7.0428,0.1155,0.0000,0.4754,0.0000,0.1155,0.0000,,,,,
246,	05/13/2026 15:43:33.633,246.0009,246.0009,1,1,1.7003,4.1421,7.0430,0.1160,0.0000,0.4774,0.0000,0.1160,0.0000,,,,,
247,	05/13/2026 15:43:34.633,247.0009,247.0009,1,1,1.7003,4.1423,7.0430,0.1165,0.0000,0.4793,0.0000,0.1165,0.0000,,,,,
248,	05/13/2026 15:43:35.633,248.0008,248.0008,1,1,1.7004,4.1425,7.0439,0.1170,0.0000,0.4813,0.0000,0.1170,0.0000,,,,,
249,	05/13/2026 15:43:36.633,249.0014,249.0014,1,1,1.7003,4.1427,7.0440,0.1174,0.0000,0.4833,0.0000,0.1174,0.0000,,,,,
250,	05/13/2026 15:43:37.634,250.0021,250.0021,1,1,1.7005,4.1429,7.0450,0.1179,0.0000,0.4852,0.0000,0.1179,0.0000,,0.0002,,,
251,	05/13/2026 15:43:38.633,251.0008,251.0008,1,1,1.7004,4.1431,7.0448,0.1184,0.0000,0.4872,0.0000,0.1184,0.0000,,,,,
252,	05/13/2026 15:43:39.634,252.0015,252.0015,1,1,1.7003,4.1432,7.0449,0.1188,0.0000,0.4891,0.0000,0.1188,0.0000,,,,,
253,	05/13/2026 15:43:40.633,253.0008,253.0008,1,1,1.7004,4.1434,7.0457,0.1193,0.0000,0.4911,0.0000,0.1193,0.0000,,,,,
254,	05/13/2026 15:43:41.633,254.0009,254.0009,1,1,1.7003,4.1436,7.0453,0.1198,0.0000,0.4930,0.0000,0.1198,0.0000,,,,,
255,	05/13/2026 15:43:42.632,255.0001,255.0001,1,1,1.7003,4.1437,7.0458,0.1203,0.0000,0.4950,0.0000,0.1203,0.0000,,,,,
256,	05/13/2026 15:43:43.633,256.0008,256.0008,1,1,1.7004,4.1441,7.0467,0.1207,0.0000,0.4970,0.0000,0.1207,0.0000,,,,,
257,	05/13/2026 15:43:44.632,257.0002,257.0002,1,1,1.7003,4.1443,7.0466,0.1212,0.0000,0.4989,0.0000,0.1212,0.0000,,,,,
258,	05/13/2026 15:43:45.634,258.0017,258.0017,1,1,1.7005,4.1445,7.0477,0.1217,0.0000,0.5009,0.0000,0.1217,0.0000,,,,,
259,	05/13/2026 15:43:46.633,259.0014,259.0014,1,1,1.7005,4.1447,7.0478,0.1221,0.0000,0.5028,0.0000,0.1221,0.0000,,,,,
260,	05/13/2026 15:43:47.634,260.0019,260.0019,1,1,1.7005,4.1448,7.0481,0.1226,0.0000,0.5048,0.0000,0.1226,0.0000,,,,,
261,	05/13/2026 15:43:48.633,261.0006,261.0006,1,1,1.7003,4.1450,7.0478,0.1231,0.0000,0.5067,0.0000,0.1231,0.0000,,,,,
262,	05/13/2026 15:43:49.633,262.0008,262.0008,1,1,1.7004,4.1453,7.0485,0.1236,0.0000,0.5087,0.0000,0.1236,0.0000,,0.0002,,,
263,	05/13/2026 15:43:50.633,263.0008,263.0008,1,1,1.7004,4.1454,7.0488,0.1240,0.0000,0.5107,0.0000,0.1240,0.0000,,,,,
264,	05/13/2026 15:43:51.633,264.0013,264.0013,1,1,1.7004,4.1455,7.0493,0.1245,0.0000,0.5126,0.0000,0.1245,0.0000,,,,,
265,	05/13/2026 15:43:52.633,265.0008,265.0008,1,1,1.7003,4.1455,7.0488,0.1250,0.0000,0.5146,0.0000,0.1250,0.0000,,,,,
266,	05/13/2026 15:43:53.634,266.0022,266.0022,1,1,1.7004,4.1457,7.0493,0.1255,0.0000,0.5165,0.0000,0.1255,0.0000,,,,,
267,	05/13/2026 15:43:54.633,267.0008,267.0008,1,1,1.7005,4.1459,7.0499,0.1259,0.0000,0.5185,0.0000,0.1259,0.0000,,,,,
268,	05/13/2026 15:43:55.634,268.0019,268.0019,1,1,1.7003,4.1461,7.0498,0.1264,0.0000,0.5204,0.0000,0.1264,0.0000,,,,,
269,	05/13/2026 15:43:56.633,269.0009,269.0009,1,1,1.7004,4.1462,7.0503,0.1269,0.0000,0.5224,0.0000,0.1269,0.0000,,,,,
270,	05/13/2026 15:43:57.632,270.0001,270.0001,1,1,1.7004,4.1464,7.0504,0.1273,0.0000,0.5244,0.0000,0.1273,0.0000,,,,,
271,	05/13/2026 15:43:58.634,271.0018,271.0018,1,1,1.7003,4.1466,7.0504,0.1278,0.0000,0.5263,0.0000,0.1278,0.0000,,,,,
272,	05/13/2026 15:43:59.634,272.0024,272.0024,1,1,1.7002,4.1468,7.0504,0.1283,0.0000,0.5283,0.0000,0.1283,0.0000,,,,,
273,	05/13/2026 15:44:00.634,273.0017,273.0017,1,1,1.7004,4.1469,7.0513,0.1288,0.0000,0.5302,0.0000,0.1288,0.0000,,,,,
274,	05/13/2026 15:44:01.633,274.0008,274.0008,1,1,1.7003,4.1471,7.0512,0.1292,0.0000,0.5322,0.0000,0.1292,0.0000,,0.0002,,,
275,	05/13/2026 15:44:02.634,275.0021,275.0021,1,1,1.7004,4.1474,7.0521,0.1297,0.0000,0.5341,0.0000,0.1297,0.0000,,,,,
276,	05/13/2026 15:44:03.634,276.0018,276.0018,1,1,1.7003,4.1476,7.0523,0.1302,0.0000,0.5361,0.0000,0.1302,0.0000,,,,,
277,	05/13/2026 15:44:04.633,277.0009,277.0009,1,1,1.7004,4.1478,7.0528,0.1307,0.0000,0.5381,0.0000,0.1307,0.0000,,,,,
278,	05/13/2026 15:44:05.633,278.0009,278.0009,1,1,1.7003,4.1479,7.0529,0.1311,0.0000,0.5400,0.0000,0.1311,0.0000,,,,,
279,	05/13/2026 15:44:06.633,279.0013,279.0013,1,1,1.7004,4.1481,7.0537,0.1316,0.0000,0.5420,0.0000,0.1316,0.0000,,,,,
280,	05/13/2026 15:44:07.633,280.0008,280.0008,1,1,1.7002,4.1482,7.0530,0.1321,0.0000,0.5439,0.0000,0.1321,0.0000,,,,,
281,	05/13/2026 15:44:08.633,281.0007,281.0007,1,1,1.7002,4.1484,7.0531,0.1325,0.0000,0.5459,0.0000,0.1325,0.0000,,,,,
282,	05/13/2026 15:44:09.634,282.0016,282.0016,1,1,1.7004,4.1487,7.0543,0.1330,0.0000,0.5479,0.0000,0.1330,0.0000,,,,,
283,	05/13/2026 15:44:10.634,283.0015,283.0015,1,1,1.7002,4.1488,7.0539,0.1335,0.0000,0.5498,0.0000,0.1335,0.0000,,,,,
284,	05/13/2026 15:44:11.633,284.0009,284.0009,1,1,1.7004,4.1488,7.0546,0.1340,0.0000,0.5518,0.0000,0.1340,0.0000,,,,,
285,	05/13/2026 15:44:12.633,285.0009,285.0009,1,1,1.7004,4.1489,7.0546,0.1344,0.0000,0.5537,0.0000,0.1344,0.0000,,,,,
286,	05/13/2026 15:44:13.634,286.0016,286.0016,1,1,1.7004,4.1491,7.0553,0.1349,0.0000,0.5557,0.0000,0.1349,0.0000,,0.0002,,,
287,	05/13/2026 15:44:14.633,287.0009,287.0009,1,1,1.7004,4.1493,7.0555,0.1354,0.0000,0.5577,0.0000,0.1354,0.0000,,,,,
288,	05/13/2026 15:44:15.633,288.0008,288.0008,1,1,1.7004,4.1494,7.0555,0.1358,0.0000,0.5596,0.0000,0.1358,0.0000,,,,,
289,	05/13/2026 15:44:16.633,289.0009,289.0009,1,1,1.7004,4.1495,7.0556,0.1363,0.0000,0.5616,0.0000,0.1363,0.0000,,,,,
290,	05/13/2026 15:44:17.634,290.0017,290.0017,1,1,1.7003,4.1499,7.0558,0.1368,0.0000,0.5635,0.0000,0.1368,0.0000,,,,,
291,	05/13/2026 15:44:18.633,291.0014,291.0014,1,1,1.7003,4.1500,7.0562,0.1373,0.0000,0.5655,0.0000,0.1373,0.0000,,,,,
292,	05/13/2026 15:44:19.634,292.0016,292.0016,1,1,1.7003,4.1501,7.0566,0.1377,0.0000,0.5675,0.0000,0.1377,0.0000,,,,,0.3914
293,	05/13/2026 15:44:20.633,293.0007,293.0007,1,1,1.7004,4.1504,7.0573,0.1382,0.0000,0.5694,0.0000,0.1382,0.0000,,,,,
294,	05/13/2026 15:44:21.633,294.0014,294.0014,1,1,1.7003,4.1506,7.0571,0.1387,0.0000,0.5714,0.0000,0.1387,0.0000,,,,,
295,	05/13/2026 15:44:22.633,295.0008,295.0008,1,1,1.7004,4.1508,7.0581,0.1392,0.0000,0.5733,0.0000,0.1392,0.0000,,,,,
296,	05/13/2026 15:44:23.634,296.0015,296.0015,1,1,1.7003,4.1510,7.0578,0.1396,0.0000,0.5753,0.0000,0.1396,0.0000,,,,,
297,	05/13/2026 15:44:24.633,297.0009,297.0009,1,1,1.7004,4.1511,7.0583,0.1401,0.0000,0.5773,0.0000,0.1401,0.0000,,,,2.7085,
298,	05/13/2026 15:44:25.634,298.0016,298.0016,1,1,1.7004,4.1513,7.0586,0.1406,0.0000,0.5792,0.0000,0.1406,0.0000,,0.0001,,,
299,	05/13/2026 15:44:26.634,299.0015,299.0015,1,1,1.7003,4.1515,7.0587,0.1410,0.0000,0.5812,0.0000,0.1410,0.0000,,,,,
300,	05/13/2026 15:44:27.634,300.0017,300.0017,1,1,1.7005,4.1516,7.0598,0.1415,0.0000,0.5831,0.0000,0.1415,0.0000,,,,,
301,	05/13/2026 15:44:28.633,301.0014,301.0014,1,1,1.7004,4.1517,7.0597,0.1420,0.0000,0.5851,0.0000,0.1420,0.0000,,,,,
302,	05/13/2026 15:44:29.634,302.0024,302.0024,1,1,1.7004,4.1519,7.0598,0.1425,0.0000,0.5871,0.0000,0.1425,0.0000,,,,,
303,	05/13/2026 15:44:30.634,303.0016,303.0016,1,1,1.7003,4.1519,7.0597,0.1429,0.0000,0.5890,0.0000,0.1429,0.0000,,,,,
304,	05/13/2026 15:44:31.634,304.0015,304.0015,1,1,1.7002,4.1520,7.0594,0.1434,0.0000,0.5910,0.0000,0.1434,0.0000,,,,,
305,	05/13/2026 15:44:32.634,305.0016,305.0016,1,1,1.7003,4.1522,7.0600,0.1439,0.0000,0.5929,0.0000,0.1439,0.0000,,,,,
306,	05/13/2026 15:44:33.633,306.0008,306.0008,1,1,1.7004,4.1525,7.0608,0.1443,0.0000,0.5949,0.0000,0.1443,0.0000,,,,,
307,	05/13/2026 15:44:34.634,307.0017,307.0017,1,1,1.7004,4.1526,7.0609,0.1448,0.0000,0.5969,0.0000,0.1448,0.0000,,,,,
308,	05/13/2026 15:44:35.633,308.0008,308.0008,1,1,1.7004,4.1527,7.0612,0.1453,0.0000,0.5988,0.0000,0.1453,0.0000,,,,,
309,	05/13/2026 15:44:36.632,309.0002,309.0002,1,1,1.7003,4.1529,7.0612,0.1458,0.0000,0.6008,0.0000,0.1458,0.0000,,,,,
310,	05/13/2026 15:44:37.633,310.0006,310.0006,1,1,1.7003,4.1531,7.0616,0.1462,0.0000,0.6027,0.0000,0.1462,0.0000,,0.0002,,,
311,	05/13/2026 15:44:38.633,311.0007,311.0007,1,1,1.7004,4.1532,7.0621,0.1467,0.0000,0.6047,0.0000,0.1467,0.0000,,,,,
312,	05/13/2026 15:44:39.633,312.0008,312.0008,1,1,1.7004,4.1536,7.0628,0.1472,0.0000,0.6067,0.0000,0.1472,0.0000,,,,,
313,	05/13/2026 15:44:40.633,313.0007,313.0007,1,1,1.7003,4.1537,7.0627,0.1477,0.0000,0.6086,0.0000,0.1477,0.0000,,,,,
314,	05/13/2026 15:44:41.633,314.0008,314.0008,1,1,1.7004,4.1539,7.0631,0.1481,0.0000,0.6106,0.0000,0.1481,0.0000,,,,,
315,	05/13/2026 15:44:42.632,315.0001,315.0001,1,1,1.7004,4.1540,7.0634,0.1486,0.0000,0.6126,0.0000,0.1486,0.0000,,,,,
316,	05/13/2026 15:44:43.632,316.0002,316.0002,1,1,1.7003,4.1543,7.0636,0.1491,0.0000,0.6145,0.0000,0.1491,0.0000,,,,,
317,	05/13/2026 15:44:44.633,317.0012,317.0012,1,1,1.7003,4.1543,7.0636,0.1495,0.0000,0.6165,0.0000,0.1495,0.0000,,,,,
318,	05/13/2026 15:44:45.633,318.0008,318.0008,1,1,1.7003,4.1545,7.0641,0.1500,0.0000,0.6184,0.0000,0.1500,0.0000,,,,,
319,	05/13/2026 15:44:46.633,319.0008,319.0008,1,1,1.7004,4.1547,7.0645,0.1505,0.0000,0.6204,0.0000,0.1505,0.0000,,,,,
320,	05/13/2026 15:44:47.632,320.0001,320.0001,1,1,1.7004,4.1548,7.0646,0.1510,0.0000,0.6224,0.0000,0.1510,0.0000,,,,,
321,	05/13/2026 15:44:48.634,321.0023,321.0023,1,1,1.7003,4.1549,7.0648,0.1514,0.0000,0.6243,0.0000,0.1514,0.0000,,,,,
322,	05/13/2026 15:44:49.633,322.0007,322.0007,1,1,1.7003,4.1549,7.0646,0.1519,0.0000,0.6263,0.0000,0.1519,0.0000,,0.0002,,,
323,	05/13/2026 15:44:50.634,323.0016,323.0016,1,1,1.7004,4.1551,7.0651,0.1524,0.0000,0.6282,0.0000,0.1524,0.0000,,,,,
324,	05/13/2026 15:44:51.633,324.0009,324.0009,1,1,1.7002,4.1553,7.0649,0.1528,0.0000,0.6302,0.0000,0.1528,0.0000,,,,,
325,	05/13/2026 15:44:52.633,325.0008,325.0008,1,1,1.7003,4.1555,7.0658,0.1533,0.0000,0.6322,0.0000,0.1533,0.0000,,,,,
326,	05/13/2026 15:44:53.634,326.0016,326.0016,1,1,1.7003,4.1556,7.0656,0.1538,0.0000,0.6341,0.0000,0.1538,0.0000,,,,,
327,	05/13/2026 15:44:54.633,327.0007,327.0007,1,1,1.7003,4.1557,7.0660,0.1543,0.0000,0.6361,0.0000,0.1543,0.0000,,,,,
328,	05/13/2026 15:44:55.634,328.0016,328.0016,1,1,1.7004,4.1559,7.0664,0.1547,0.0000,0.6381,0.0000,0.1547,0.0000,,,,,
329,	05/13/2026 15:44:56.633,329.0008,329.0008,1,1,1.7002,4.1561,7.0663,0.1552,0.0000,0.6400,0.0000,0.1552,0.0000,,,,,
330,	05/13/2026 15:44:57.634,330.0016,330.0016,1,1,1.7003,4.1563,7.0670,0.1557,0.0000,0.6420,0.0000,0.1557,0.0000,,,,,
331,	05/13/2026 15:44:58.635,331.0025,331.0025,1,1,1.7004,4.1565,7.0675,0.1562,0.0000,0.6440,0.0000,0.1562,0.0000,,,,,
